,label,pf_label,statement,subject,speaker,job,state,party,context
1243,False,pants-fire,Protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car.,"labor,state-budget",dan-kapanke,"State Senator, District 32",Wisconsin,republican,interviews with various media outlets
1244,False,pants-fire,"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases.","small-business,taxes",michele-bachmann,Congresswoman,Minnesota,republican,"an interview on ""Good Morning America."""
1245,False,pants-fire,Our children do not spend any time in school learning about our own U.S. Constitution.,education,dan-flynn,State Representative,Texas,republican,a column
1246,True,TRUE,State Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,"campaign-finance,workers",larry-gonzales,,Texas,republican,an e-mail to supporters
1247,True,TRUE,"Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.","diversity,guns",hillary-clinton,Presidential candidate,New York,democrat,a speech posted on Medium
1248,False,pants-fire,"Wisconsin has created just under 100,000 jobs since he took office.","job-accomplishments,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,a speech
1249,True,TRUE,"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt.",debt,national-republican-congressional-committee,,,republican,a press release
1250,False,pants-fire,Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending,"health-care,small-business,taxes",one-wisconsin-now,,Wisconsin,organization,a news release
1251,True,TRUE,Florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under Obamacare.,"health-care,states",ted-deutch,,Florida,democrat,a letter with other Florida lawmakers to HHS Secretary Kathleen Sebelius
1252,True,TRUE,Georgias CRCT set some of the lowest expectations for student proficiency in the nation.,education,richard-woods,state Superintendent,Georgia,republican,press release
1253,True,TRUE,"I've been endorsed by ""every major newspaper here in the state of Texas.""",elections,barack-obama,President,Illinois,democrat,"a debate in Austin, Texas."
1254,True,TRUE,The House of Representatives does not have a prochoice majority.,abortion,loretta-sanchez,member of Congress,California,democrat,"an interview on ""Morning Joe"""
1255,True,TRUE,"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.","children,economy,families,poverty",amy-hanauer,Executive director of Policy Matters Ohio,Ohio,none,at a rally at the Ohio Statehouse
1256,False,pants-fire,Margaret Sanger wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.,"abortion,history,public-health,women",pat-robertson,Religious broadcaster,Virginia,republican,a TV broadcast.
1257,False,pants-fire,Virginia state employees pay nothing toward their pensions.,"retirement,state-budget",bob-mcdonnell,Governor,Virginia,republican,a TV interviews
1258,True,TRUE,Florida is the largest dog-racing state in the country.,"animals,gambling,tourism",maria-sachs,Florida senator,Florida,democrat,a press conference
1259,False,pants-fire,Vows to keep Georgias race for governor civil and focused on the positive.,message-machine,nathan-deal-and-roy-barnes,,,none,statements to the press
1260,True,TRUE,We cut our deficits by more than half.,"deficit,economy,federal-budget",barack-obama,President,Illinois,democrat,a speech in Milwaukee
1261,True,TRUE,U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,"climate-change,energy,environment,transportation",league-conservation-voters,,,organization,a TV ad
1262,True,TRUE,"What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.",education,joseph-cryan,State Assemblyman,New Jersey,democrat,an Assembly session
1263,True,TRUE,A change in law I carried stopped a $100 million tax increase in the Dallas school district.,"education,taxes",paul-bettencourt,state senator,Texas,republican,a press release
1264,True,TRUE,Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.,economy,steve-rothman,,,democrat,a statement in the Congressional Record
1265,False,pants-fire,Baltimore police are trained by Mossad and Shin Bet.,"israel,public-safety",nation-islam-research-group,,,none,a Facebook post
1266,True,TRUE,Gov. Rick Scotts sale of the state planes was not proper.,"legal-issues,state-budget",jd-alexander,State senator,Florida,republican,comments at the Senate Budget Committee.
1267,False,pants-fire,Q: What do these Patriotic Americans have in common? A: They are all Draft Dodgers.,"military,patriotism",liberals-are-cool,,,democrat,an Internet meme
1268,True,TRUE,Theres no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.,elections,allan-levene,,Georgia,republican,an article
1269,False,pants-fire,Its not accidental that the villain in the Batman movie is named Bane.,"pop-culture,pundits",rush-limbaugh,Radio host,,none,his syndicated radio show
1270,True,TRUE,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' ""","elections,ethics",barack-obama,President,Illinois,democrat,"a speech in Tampa, Fla."
1271,True,TRUE,Three of our cities are among the top five worst cities in the U.S. for asthma.,"energy,environment,government-regulation,health-care,public-health,market-regulation",lamar-alexander,,,republican,prepared remarks at a Congressional field hearing.
1272,True,TRUE,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.","abortion,state-budget",naral-pro-choice-america,,,organization,a web video.
1273,True,TRUE,Donald Trump mocked someone with a disability.,disability,priorities-usa-action,,,democrat,a TV ad
1274,False,pants-fire,Barack Obama began his presidency going on a worldwide apology tour.,foreign-policy,ted-cruz,Senator,Texas,republican,a U.S. Senate debate hosted by Empower Texans and the Texas Public Policy Foundation
1275,True,TRUE,President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.,"abortion,health-care",planned-parenthood,,,none,an alert to members
1276,True,TRUE,The House of Representatives has never sued a sitting president in all of U.S. history.,"congress,legal-issues",nancy-pelosi,House Minority Leader,California,democrat,a fundraising letter
1277,True,TRUE,"With Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.",history,pat-roberts,U.S. Senator,Kansas,republican,an interview on Fox Business News
1278,True,TRUE,Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.,"economy,poverty,state-budget",michael-moore,Documentary filmmaker,,none,"a speech to protesters in Madison, Wisconsin"
1279,True,TRUE,"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",education,sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,a Senate speech 
1280,True,TRUE,"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.","elections,foreign-policy,history,homeland-security",hillary-clinton,Presidential candidate,New York,democrat,the third 2016 presidential debate
1281,True,TRUE,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",energy,barack-obama,President,Illinois,democrat,"a town hall in St. Petersburg, Fla."
1282,True,TRUE,Fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,education,rick-perry,Governor,Texas,republican,a press conference.
1283,True,TRUE,"Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.","economy,small-business",julian-castro,"Mayor, San Antonio",Texas,democrat,"keynote address to the Democratic National Convention in Charlotte, N.C."
1284,True,TRUE,Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming.,"climate-change,environment,message-machine-2012",restore-our-future,super PAC,,republican,a video ad
1285,False,pants-fire,"And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governors mansion.","candidates-biography,economy,job-accomplishments",national-republican-senatorial-committee,,,republican,"Flush, a campaign ad "
1286,True,TRUE,Mitt Romney says class sizes don't matter.,"education,message-machine-2012",barack-obama,President,Illinois,democrat,a campaign ad
1287,False,pants-fire,We had no domestic attacks under Bush.,"homeland-security,terrorism",rudy-giuliani,Attorney,New York,republican,an interview on 'Good Morning America'
1288,False,pants-fire,Ted Cruz never denied his father was photographedwith Lee Harvey Oswald.,"candidates-biography,crime,history",donald-trump,President-Elect,New York,republican,a campaign rally in Cleveland
